commissioning_date,municipality,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,electrical_capacity,municipality_code,project_name,production,tariff,notification_date,contract_period_end,street,canton,company,lat,lon,data_source
2010-05-07,Basel,Renewable energy,Solar,,Connected unit,0.3555,4052,"PV Coop Prodega, Basel",378.3163399999999,,2009-04-27,,Singerstrasse 12 / St. Jakobs-Strasse 175,BS,ADEV Solarstrom AG,47.5474,7.6074,BFE
2010-05-12,Giswil,Renewable energy,Hydro,,Drinking water plant,0.16,6074,TWKW Herber Giswil,708.9810200000001,,2008-08-02,,alte Mörlistrasse ,OW,Gemeinde Wasserversorgung Giswil,46.8364,8.1206,BFE
2010-05-17,Rheinfelden,Renewable energy,Solar,,Connected unit,0.03276,4310,PV AEW Energie Rheinfelden - Alters- und Pflegeheim ,26.05299,,2009-10-28,,Lindenstrasse 6,AG,AEW Energie AG,47.551,7.7977,BFE
2010-05-17,Rheinfelden,Renewable energy,Solar,,Connected unit,0.06006,4310,PV AEW Energie AG Rheinfelden - Parkhaus Kurzentrum,48.86434,,2010-01-24,,Roberstenstrasse 31,AG,AEW Energie AG,47.551,7.7977,BFE
2010-05-19,Romont,Renewable energy,Bioenergy,,Biomass and biogas,0.04,1680,AIMGPS STEP Romont - Echange des CCF,242.9055,,2009-07-08,,Route de Massonnens 2,FR,Station d'épuration AIMPGPS,46.7085,6.9257,BFE
2010-05-19,Roches,Renewable energy,Bioenergy,,Biomass and biogas,0.05,2762,B Couplage chaleur force à la STEP de Roches,171.82436,,2010-11-16,,Route Cantonale,BE,SEME,47.3037,7.3891,BFE
2010-05-20,Törbel,Renewable energy,Hydro,,Drinking water plant,0.486,3923,TWKW Gappil Törbel,1156.76825,,2008-05-02,,Gappil,VS,KWT Törbel Moosalp AG ,46.2444,7.8311,BFE
2010-05-20,Nesslau,Renewable energy,Bioenergy,,Biomass and biogas,0.71,9650,BHKW HEZT Nesslau,1883.0801599999998,,2008-05-01,,Stich 2533,SG,St. Gallisch-Appenzellische Kraftwerke AG (SAK),47.2114,9.1856,BFE
2010-05-25,Hagendorn,Renewable energy,Hydro,,Diversion plant,0.146,6332,KWKW Frauental,934.3607,,2008-06-19,,Frauental ,ZG,WWZ Energie AG,47.2092,8.4292,BFE
2010-05-26,Basel,Renewable energy,Solar,,Connected unit,0.0702,4058,PV Solarspar Basel - Sauter 2,65.14479999999999,,2010-03-08,,Im Surinam 55,BS,Solarspar,47.5662,7.6154,BFE
2010-05-31,Altstätten,Renewable energy,Solar,,Connected unit,0.031,9450,PV Berufs- und Weiterbildungszentrum Rorschach-Rheintal Altstätten - Schulhaus,122.322,,2010-03-16,,Bildstrasse 8,SG,Berufs- und Weiterbildungszentrum Rorschach-Rheintal,47.3694,9.5467,BFE
2010-06-01,Wattwil,Renewable energy,Solar,,Connected unit,0.0311,9630,PV Gemeindehaus Grünau Wattwil,34.051,,2008-05-02,,Günaustrasse 7,SG,toggenburg energie finanz ag,47.2858,9.0867,BFE
2010-06-04,Wattwil,Renewable energy,Solar,,Connected unit,0.10268,9630,PV Lindenhof Invest AG Wattwil - Risi,80.08385000000001,,2009-12-09,,Büelstrasse 3359,SG,Lindenhof Invest AG,47.2858,9.0867,BFE
2010-06-07,Arbon,Renewable energy,Solar,,Connected unit,0.0429,9320,PV EKT AG Arbon - UW Arbon,46.71924,,2009-11-18,,Niederfeld 50,TG,EKT AG,47.5246,9.4087,BFE
2010-06-08,Kreuzlingen,Renewable energy,Solar,,Connected unit,0.04113,8280,PV EKT AG Kreuzlingen - UW Kreuzlingen-Ost,45.794669999999996,,2009-11-18,,Alte St. Gallenstrasse 40,TG,EKT AG,47.6405,9.1755,BFE
2010-06-08,Frutigen,Renewable energy,Solar,,Integrated unit,0.0899,3714,PVA Bärtschi Bau AG Frutigen,86.22240000000001,,2008-05-13,,Schwandistrasse 29,BE,Bärtschi Bau AG,46.621,7.6377,BFE
2010-06-09,Lyss,Renewable energy,Solar,,Integrated unit,0.0509,3250,PV Stiftung Kulturhalle Lyss,41.50369,,2009-07-02,,Werdtstrasse 17,BE,Stiftung Kulturhalle Lyss ,47.0756,7.3107,BFE
2010-06-09,Auenstein,Renewable energy,Hydro,,other Hydro,1.96,5105,KW Rupperswil-Auenstein Dotierzentrale,9823.78,,2008-05-14,,Werkstrasse 2,AG,Kraftwerk Rupperswil Auenstein AG C/O Axpo AG,47.4186,8.1289,BFE
2010-06-14,Büsserach,Renewable energy,Solar,,Connected unit,0.34533,4227,PV Aqua Solar AG Büsserach - AS2+3 148,326.17376,,2009-10-19,,Industriering 66,SO,Aqua Solar AG,47.3899,7.5487,BFE
2010-06-18,Aeschi bei Spiez,Renewable energy,Solar,,Integrated unit,0.1016,3703,PV Sol-E Suisse AG  Aeschi b. Spiez - Projekt Cotting,94.01159999999999,,2008-05-02,,Auf der Mauer 6,BE,BKW Energie AG,46.6132,7.7613,BFE
2010-06-23,Langenthal,Renewable energy,Solar,,Connected unit,0.3925,4900,PV Bernhard Polybau AG Langenthal,353.77459999999996,,2008-05-05,,Gaswerkstrasse 63,BE,Bernhard Polybau AG,47.2175,7.7951,BFE
2010-06-24,Poschiavo,Renewable energy,Hydro,,Drinking water plant,0.55,7742,Impianto idroelettrico ad acqua potabile Poschiavo,2334.08126,,2008-09-19,,Via da spultri 301,GR,Impresa elettrica comunale Poschiavo,46.3426,10.0253,BFE
2010-07-01,Sempach,Renewable energy,Solar,,Connected unit,0.0392,6204,PV Soltracting AG Sempach,32.51,,2009-12-12,,Alpenblick,LU,Soltracting AG,47.1363,8.2061,BFE
2010-07-01,Les Acacias,Renewable energy,Solar,,Integrated unit,0.1469,1227,PV Dombes SA Les Acacias,2.7521400000000003,,2010-06-05,,Route des Acacias 43,GE,Dombes SA,46.1795,6.1391,BFE
2010-07-01,Meiringen,Renewable energy,Hydro,,Diversion plant,9.9,3860,KW BKW Energie AG Meiringen - Schattenhalb 3,50366.65526999999,,2008-05-02,,Willigen Postfach 2,BE,BKW Energie AG,46.76,8.131,BFE
2010-07-01,Otelfingen,Renewable energy,Solar,,Connected unit,0.31749,8112,PV gvz-rossat ag Otelfingen,310.1858,,2008-06-05,,Industriestrasse 10,ZH,gvz-rossat ag,47.4657,8.385,BFE
2010-07-03,Bichelsee-Balterswil,Renewable energy,Bioenergy,,Biomass and biogas,0.61,8362,HHK ORC Anlage Hebbag Gelände August Brühwiler AG ,3085.3242,,2008-05-01,,Sägereistrasse 3,TG,Hebbag AG c/o EKT Holding AG,47.4521,8.9382,BFE
2010-07-05,Perly-Certoux,Renewable energy,Solar,,Integrated unit,0.0628,1258,PV Ville de Genève Perly-Certoux - Horticole des Bornaches,68.28026,,2010-04-08,,Route de Certoux 162,GE,Ville de Genève - Service de l'Énergie,46.1582,6.088,BFE
2010-07-13,Esslingen,Renewable energy,Solar,,Integrated unit,0.0439,8133,PV Rehalp-Verwaltung GHC-bhz Zürich,41.817460000000004,,2008-05-01,,Bachweg 5,ZH,Rehalp-Verwaltungs AG,47.2888,8.7171,BFE
2010-07-22,Mesocco,Renewable energy,Hydro,,Drinking water plant,0.35,6563,K Comune politico di Mesocco - Nan Ros Mesocco,1204.2433700000001,,2008-05-15,,Piaza 1,GR,Comune politico di Mesocco,46.4023,9.2213,BFE
2010-07-23,Bazenheid,Renewable energy,Hydro,,Run-of-river,1.3,9602,K rwt Regionalwerk Toggenburg AG - Kraftwerk Mühlau Bazenheid,5034.3350199999995,,2008-05-02,,Mühlaustrasse ,SG,rwt Regionalwerk Toggenburg AG,47.4121,9.0667,BFE
2010-07-30,Buchs,Renewable energy,Solar,,Connected unit,0.0601,9470,PV Fahrsilozubehör Buchs,52.52755,,2010-06-21,,Stöck ,SG,Fahrsilozubehör,47.1687,9.457,BFE
2010-08-01,Moos,Renewable energy,Bioenergy,,Biomass and biogas,0.115,8580,BHKW ARA Moos,684.8551700000002,,2008-08-29,,Grundholzstrasse 11,TG,Abwasserverband Aachtal,47.5409,9.2936,BFE
2010-08-06,Rüti,Renewable energy,Solar,,Connected unit,0.0359,8630,PV Gemeindewerke Rüti,34.006060000000005,,2009-12-18,,Werkstrasse 27,ZH,Gemeindewerke Rüti (gwr) ,47.2581,8.8607,BFE
2010-08-18,Pieterlen,Renewable energy,Solar,,Connected unit,0.03024,2542,PV Hans Zbinden AG Pieterlen,29.148100000000003,,2009-10-01,,Moosstrasse 7,BE,Hans Zbinden AG,47.1757,7.3279,BFE
2010-08-18,Zug,Renewable energy,Solar,,Connected unit,0.2044,6301,PV Eisstadion Herti Zug,172.85225,,2008-12-16,,General-Guisan-Strasse 4,ZG,WWZ Energie AG,47.1667,8.5167,BFE
2010-08-19,Linthal,Renewable energy,Hydro,,Run-of-river,2.44,8783,K Spinnerei Linthal AG - KW Brummbach,13647.82349,,2008-10-03,,Stachelberg 8,GL,Spinnerei Linthal AG,46.8706,8.9724,BFE
2010-08-21,Unterbäch,Renewable energy,Hydro,,Diversion plant,1.2,3944,KWKW Breite Stäg Unterbäch,4567.56316,,2008-05-02,,Gero 1,VS,Augstbord Energie AG,46.2465,7.7745,BFE
2010-08-31,Basel,Renewable energy,Solar,,Connected unit,0.06,4002,PV Coop Genossenschaft Basel - Th14 Solar,63.82498000000001,,2010-08-03,,Thiersteinerallee 14,BS,Coop Genossenschaft,47.5488,7.5904,BFE
2010-08-31,Basel,Renewable energy,Solar,,Integrated unit,0.055,4052,PV Einwohnergemeinde der Stadt Basel -Liestalerstrasse 50-56,47.268750000000004,,2010-04-27,,Liestalerstrasse 50-56,BS,Immobilien Basel Stadt,47.5474,7.6074,BFE
2010-09-01,Bilten,Renewable energy,Bioenergy,,Biomass and biogas,0.295,8865,BHKW Abwasserverband Glarnerland ARA Bilten,1774.4482000000003,,2008-07-21,,Tschachenstrasse 51,GL,Abwasserverband Glarnerland,47.1523,9.0093,BFE
2010-09-01,Aarau,Renewable energy,Bioenergy,,Biomass and biogas,0.38,5000,BHKW Abwasserverband Aarau und Umgebung ,1920.6916400000005,,2009-04-17,,Neumattstrasse 72,AG,Abwasserverband Aarau und Umgebung,47.389,8.0487,BFE
2010-09-02,Basel,Renewable energy,Solar,,Connected unit,0.1478,4056,PV UKBB Basel,130.64978999999997,,2010-06-18,,Spitalstrasse 33,BS,Solarspar,47.5696,7.5735,BFE
2010-09-03,Ecublens,Renewable energy,Solar,,Connected unit,2.22247,1024,*PV Romande Energie Renouvelable SA Ecublens - EPFL,1857.7672600000003,,2009-02-17,,Campus EPFL (Parzelle 1478),VD,Romande Energie Renouvelable SA,46.5287,6.56,BFE
2010-09-03,Ecublens,Renewable energy,Solar,,Connected unit,2.22247,1024,*PV Romande Energie SA Ecublens - EPFL,256.86578,,2009-02-17,,Campus EPFL (Parzelle 1478),VD,Romande Energie SA,46.5287,6.56,BFE
2010-09-07,Hindelbank,Renewable energy,Bioenergy,,Biomass and biogas,0.168,3324,BHKW ARA Moossee-Urtenenbach in Hindelbank,844.5656000000001,,2008-12-19,,Holzmühle 1,BE,Gemeindeverband ARA Moossee-Urtenenbach,47.0439,7.5451,BFE
2010-09-08,Hagendorn,Renewable energy,Hydro,,Diversion plant,0.553,6331,KWKW Hagendorn,2939.0681999999997,,2008-06-19,,Lorzenweidstrasse ,ZG,WWZ Energie AG,47.1779,8.4208,BFE
2010-09-08,Péry,Renewable energy,Hydro,,Diversion plant,0.055,2603,KW Le Pichoux Péry,205.5003,,2008-05-02,,Rue de la gare,BE,PKW Turbinen AG,47.1936,7.2553,BFE
2010-09-10,Castel S. Pietro,Renewable energy,Solar,,Connected unit,0.053,6874,PV AET 11 Castel S. Pietro,61.928960000000004,,2010-11-03,,Via Vigino ,TI,AET (Azienda Elettrica Ticinese),45.8676,9.0096,BFE
2010-09-14,Unterbäch,Renewable energy,Hydro,,Diversion plant,0.12,3944,KWKW Härdbord Unterbäch,313.96582,,2008-05-02,,Gero 1,VS,Augstbord Energie AG,46.2465,7.7745,BFE
2010-09-14,Worblaufen bei Bern,Renewable energy,Hydro,,Diversion plant,0.055,3048,KW Hammerschmiede AG Zug,169.77870000000001,,2008-07-16,,Schmiedeweg 5c,BE,KW Hammerschmiede AG,46.9772,7.4616,BFE
2010-09-15,Winterthur,Renewable energy,Solar,,Connected unit,0.2303,8404,PV Briner Logistik AG Winterthur,206.94940000000003,,2008-05-01,,Industriestrasse 7,ZH,Briner Logistik AG,47.5075,8.7592,BFE
2010-09-16,Messen,Renewable energy,Solar,,Connected unit,0.1696,3254,PV SunMove AG Messen,176.92652999999999,,2010-08-12,,Schulhausweg 2,SO,SunMove AG,47.1043,7.435,BFE
2010-09-18,Chur,Renewable energy,Solar,,Connected unit,0.0423,7000,PV Kanti Halde Chur,43.6653,,2008-05-02,,Arosastrasse 2,GR,Hochbauamt Graubünden,46.8535,9.5309,BFE
2010-09-27,Murgenthal,Renewable energy,Hydro,,Run-of-river,0.045,4853,*KWK Murgenthal,105.51166999999998,,2009-05-13,,Güterstrasse 238,AG,Kurth & Co hydro GmbH,47.2607,7.8347,BFE
2010-09-27,Murgenthal,Renewable energy,Hydro,,Run-of-river,0.045,4853,*KWK Murgenthal,0.0,,2009-05-13,,Güterstrasse 238,AG,Kurth & Co.,47.2607,7.8347,BFE
2010-09-29,St. Légier,Renewable energy,Solar,,Connected unit,0.2048,1806,PV Rochat Solaire SA 323 TC la Veyre St. Légier,228.182,,2008-05-01,,Chemin de la Veyre,VD,Rochat Solaire SA,46.5008,6.9075,BFE
2010-09-30,Niederscherli,Renewable energy,Solar,,Connected unit,0.1565,3145,PV SolAreal AG Niederscherli,176.25279999999998,,2010-04-20,,Schwarzenburgstrasse 844a,BE,SolAreal AG,46.8854,7.3942,BFE
2010-10-01,Näfels,Renewable energy,Hydro,,Unknown,2.49,8752,TBGN Wasser Nä Risi G3,15970.59301,,2010-07-01,,Risi 30,GL,Technische Betriebe Glarus Nord (TBGN),47.0821,9.0108,BFE
2010-10-01,Cormoret,Renewable energy,Hydro,,Diversion plant,0.047,2612,*Hydro Dubuis installation Technos Cormoret ,136.9512,,2008-07-01,,Le petit Bâle 16,BE,Adrien Dubuis Kraftwerke AG,47.1572,7.0521,BFE
2010-10-04,Basel,Renewable energy,Solar,,Integrated unit,0.0841,4053,PV Stiftung Abendrot Basel -Gü 133 OSO/WNW Hinterhaus,55.61394000000001,,2010-04-26,,Güterstrasse 133,BS,Stiftung Abendrot,47.5383,7.601,BFE
2010-10-04,Basel,Renewable energy,Solar,,Connected unit,0.0439,4053,PV Genossenschaft Migros Basel - M-Parc Dreispitz Migros Reklamewand,27.514380000000003,,2010-02-21,,Münchensteinerstrasse 200,BS,Genossenschaft Migros,47.5383,7.601,BFE
2010-10-05,Sargans,Renewable energy,Bioenergy,,Biomass and biogas,0.096,7320,BHKW Abwasserverband Saar,500.56465000000003,,2008-09-29,,Vilderweg 100,SG,Abwasserverband Saar,47.0543,9.4488,BFE
2010-10-06,Horw,Renewable energy,Solar,,Connected unit,0.15799,6048,PV BE Netz AG Horw - Schulhaus Allmend,139.59707999999998,,2009-06-10,,Schulhausstrasse 1,LU,BE Netz AG,47.0135,8.3131,BFE
2010-10-13,Lotzwil,Renewable energy,Hydro,,Run-of-river,0.095,4932,KWK Elaqua Lotzwil,293.43838,,2008-06-04,,Badmattstrasse 98,BE,Axpo Kleinwasserkraft AG,47.1823,7.8007,BFE
2010-10-14,Wil bei Turgi,Renewable energy,Solar,,Connected unit,0.0473,5300,PV Werkhalle Werder Turgi,47.11907000000001,,2008-05-01,,Landstrasse 19 / Ahornweg,AG,e-nap GmbH,47.49,8.2562,BFE
2010-10-14,Le Noirmont,Renewable energy,Solar,,Integrated unit,0.0827,2340,PV Jean Oppliger Projet Les Barrières 4 Noirmont,85.35795,,2008-05-02,,Les Barrières 4,JU,Jura-Energie Sàrl,47.2155,6.9443,BFE
2010-10-15,Basel,Renewable energy,Solar,,Connected unit,0.0378,4020,PV Diakonat Bethesda Basel - Trakt E,33.51504,,2010-09-02,,Gellertstrasse 146,BS,Stiftung Diakonat Bethesda,47.5667,7.6,BFE
2010-10-18,Dietfurt,Renewable energy,Hydro,,Run-of-river,0.073,9615,KW Sägerei Dietfurt GmbH Dietfurt,295.88110000000006,,2009-04-07,,Landstrasse 15,SG,KW Sägerei Dietfurt GmbH,47.3381,9.0721,BFE
2010-10-20,Gsteig,Renewable energy,Hydro,,Drinking water plant,0.037,3785,TWKW Teechrüter Gsteig,204.31470000000002,,2008-12-23,,Innergsteigstrasse 54A,BE,Elektrizitätsgenossenschaft Gsteig,46.3663,7.2505,BFE
2010-10-22,Mauensee,Renewable energy,Solar,,Connected unit,0.0395,6216,PV Urs Galliker Mauensee,40.06883,,2008-05-01,,Breiten Gausmatte 1,LU,Galliker Energie AG,47.1684,8.0747,BFE
2010-10-26,Cham,Renewable energy,Hydro,,Run-of-river,0.567,6330,KW Untermühle Cham,2786.3476299999998,,2008-06-19,,Untermühlestrasse ,ZG,WWZ Energie AG,47.1962,8.4531,BFE
2010-10-28,Regensdorf,Renewable energy,Bioenergy,,Biomass and biogas,0.04,8105,B Gemeinde Regensdorf - Kläranlage Wüeri,310.93424,,2009-12-28,,Althardstrasse 500,ZH,Gemeinde Regensdorf,47.4439,8.4855,BFE
2010-10-29,Gossau,Renewable energy,Bioenergy,,Biomass and biogas,1.0,9200,HKW Zündholz Erlenhof Gossau,6358.6768,,2008-11-21,,Erlenhof,SG,St. Gallisch-Appenzellische Kraftwerke AG (SAK),47.4208,9.2575,BFE
2010-10-29,Engelberg,Renewable energy,Hydro,,Waste water plant,0.055,6390,KWKW ARA Engelberg,203.51590000000004,,2008-05-02,,Engelbergerstrasse 125,OW,Einwohnergemeinde Engelberg,46.8166,8.4335,BFE
2010-11-01,Schaffhausen,Renewable energy,Solar,,Connected unit,0.2475,8200,PV ETAWATT AG Schaffhausen - IWC Arena Kunsteisbahndach,217.4808,,2010-12-14,,Breitenaustrasse 119,SH,Etawatt AG,47.7151,8.622,BFE
2010-11-01,Bätterkinden,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.33,3315,B BEBAG Bioenergiewerk Bätterkinden,1978.1399199999998,,2008-05-02,,Industriestrasse 30,BE,BEBAG Bioenergie Bätterkinden AG,47.135,7.532,BFE
2010-11-02,Susch,Renewable energy,Hydro,,Diversion plant,6.2,7542,WKW Ouvra Electrics Susasca Susch,22171.43625,,2008-06-20,,La Rouvna 100,GR,Ouvra Electrica Susasca Susch SA,46.7497,10.0311,BFE
2010-11-08,Rothenburg,Renewable energy,Solar,,Connected unit,0.8489,6023,PV Betriebsareal Pistor Rothenburg,713.5077599999998,,2008-05-01,,Hasenmoosstrasse 31,LU,Edisun Power Schweiz AG,47.1043,8.2674,BFE
2010-11-09,Basel,Renewable energy,Solar,,Connected unit,0.1256,4058,PV IWB Energie Schweiz AG - Aktivkohlegebäude,97.06527,,2010-06-25,,Schorenweg 150,BS,IWB Energie Schweiz AG,47.5662,7.6154,BFE
2010-11-10,Walperswil,Renewable energy,Solar,,Connected unit,0.0434,3272,PV Einwohnergemeinde Walperswil - Mehrzweckhalle,43.9194,,2010-04-16,,Schulweg 1,BE,Einwohnergemeinde Walperswil,47.053,7.226,BFE
2010-11-10,Schöftland,Renewable energy,Bioenergy,,Biomass and biogas,0.037,5040,Klärgasnutzung Abwasserverband Region Schöftland,181.66715,,2008-09-03,,Peukmatten ,AG,Abwasserverband Region Schöftland,47.3061,8.0581,BFE
2010-11-11,Bazenheid,Renewable energy,Solar,,Connected unit,0.1486,9602,PV Ernst Sutter AG Bazenheid,108.90805,,2008-08-28,,Neue Industriestrasse 60,SG,Ernst Sutter AG,47.4121,9.0667,BFE
2010-11-12,Küsnacht,Renewable energy,Solar,,Connected unit,0.0766,8700,PV Schule Zentrum,80.97341000000002,,2010-11-23,,Zürichstrasse 137,ZH,Schule Küsnacht,47.3196,8.5899,BFE
2010-11-12,Beromünster,Renewable energy,Solar,,Connected unit,0.3705,6215,PV Intercheese AG Beromünster,345.61656,,2010-04-16,,Industriestrasse 22,LU,InterCheese AG,47.2104,8.2026,BFE
2010-11-14,Onex,Renewable energy,Solar,,Connected unit,0.0487,1213,PV Servipier AG - Maison onésienne Onex,51.27157999999999,,2008-05-02,,Rue des Evaux 2,GE,Servipier AG,46.1847,6.0993,BFE
2010-11-15,Wallisellen,Renewable energy,Bioenergy,,Biomass and biogas,11.0,8304,B Holzheizkraftwerk Aubrugg AG Wallisellen,45279.74901,,2014-01-30,,Herzogenmühle 2,ZH,HHKW Aubrugg AG,47.4212,8.5963,BFE
2010-11-15,Uster,Renewable energy,Bioenergy,,Biomass and biogas,0.14,8610,ARA Uster / Kläranlage Jungholz Uster,665.67056,,2008-06-13,,Seestrasse 171,ZH,ARA Uster,47.353,8.723,BFE
2010-11-15,Bivio,Renewable energy,Hydro,,Drinking water plant,0.175,7457,TWKW Plaz Bivio,729.51858,,2008-05-02,,Chesa Seraina 13,GR,Impianti elettrici Bivio,46.4581,9.6644,BFE
2010-11-15,Eclépens,Renewable energy,Solar,,Connected unit,0.0911,1312,PV Cridec SA Eclépens,82.863,,2008-05-02,,Z.I. Les Portettes,VD,Cridec SA,46.6521,6.5397,BFE
2010-11-18,Basel,Renewable energy,Solar,,Connected unit,0.0317,4053,PV VOCA Solar Basel,31.21253,,2010-08-12,,Dornacherstrasse 192,BS,VOCA Solar,47.5383,7.601,BFE
2010-11-19,Rickenbach,Renewable energy,Bioenergy,,übrige Biomasse - WKK-Anlage,0.78,6221,Biogasanlage Gefu Productions AG Rickenbach,4447.523550000001,,2008-05-02,,Huebmattstrasse 4,LU,Gefu Oberle AG,47.2154,8.15,BFE
2010-11-19,Kiental,Renewable energy,Hydro,,Drinking water plant,0.03,3723,KWKW Ried Kiental,75.375,,2008-12-22,,Rossistrasse 46a,BE,Einwohnergemeinde Reichenbach,46.5558,7.7579,BFE
2010-11-22,Wattwil,Renewable energy,Solar,,Connected unit,1.2123,9630,PV Grobau Wattwil - Produktionshalle Högg ,1074.0056599999998,,2008-05-02,,Austrasse ,SG,"Grobau, Thomas Grob",47.2858,9.0867,BFE
2010-11-22,Effretikon,Renewable energy,Bioenergy,,Biomass and biogas,0.072,8307,BHKW ARA Mannenberg,439.2525299999999,,2008-12-12,,Pfaeffikonerstrasse 47,ZH,Stadt Illnau-Effretikon,47.4248,8.6903,BFE
2010-11-25,Bütschwil,Renewable energy,Solar,,Connected unit,0.2442,9606,PV Grobau Thomas Grob Sägenbach Bütschwil,204.44415000000004,,2008-05-02,,Sägenbach,SG,"Grobau, Thomas Grob",47.3567,9.0668,BFE
2010-11-26,Frauenfeld,Renewable energy,Solar,,Connected unit,0.04669,8500,PV EKT AG Frauenfeld - UW Frauenfeld-Ost,44.277719999999995,,2010-12-01,,Langfeldstrasse 109a,TG,EKT AG,47.5603,8.9036,BFE
2010-11-26,Ruswil,Renewable energy,Solar,,Connected unit,0.3255,6017,PV Valisun AG - Gesamtanlage - Ruswil,311.94872,,2008-05-01,,Neu Sonnhalde ,LU,Valisun AG,47.0877,8.1261,BFE
2010-12-01,Worb SBB,Renewable energy,Solar,,Connected unit,0.3696,3076,PV Viessmann (Schweiz) AG,301.66480000000007,,2010-12-09,,Rütimoosstrasse 5,BE,Viessmann (Schweiz) AG,46.9308,7.5645,BFE
2010-12-02,Riedtwil,Renewable energy,Solar,,Connected unit,0.0717,3475,PV Landi Riedtwil Genossenschaft K1028LR-PV,66.33721000000001,,2008-05-02,,Hauptstrasse 43,BE,Landi Riedtwil Genossenschaft,47.1323,7.7144,BFE
2010-12-03,Staldenried,Renewable energy,Hydro,,Drinking water plant,0.03,3933,TWKW Brummatta Staldenried -Furrerhaus,201.35898,,2008-05-02,,Zer Chirchu 58,VS,Gemeinde Staldenried,46.2166,7.9091,BFE
2010-12-07,Dietikon,Renewable energy,Solar,,Connected unit,0.3564,8953,PV EKZ Dietikon - Coop Silbern,348.7602,,2008-05-01,,Silbernstrasse 9,ZH,Elektrizitätswerke des Kantons Zürich (EKZ),47.4006,8.3974,BFE
2010-12-07,Burgdorf,Renewable energy,Solar,,Connected unit,0.0308,3401,PV Allinfo AG Burgdorf,30.417499999999997,,2009-12-30,,Buchmattstrasse 11,BE,Allinfo AG,47.05,7.6167,BFE
2010-12-08,Soyhières,Renewable energy,Bioenergy,,Biomass and biogas,0.172,2805,Biogaz STEP SEDE Soyhières,684.67511,,2008-09-12,,Bois-du-Treuil 4,JU,SEDE Syndicat d'épuration Delémont et Environs,47.397,7.3822,BFE
2010-12-09,Illnau,Renewable energy,Solar,,Connected unit,0.0365,8308,PV SUNinvest AG Illnau - Schulhaus Hagen,38.34942,,2008-05-02,,Hagenstrasse 24-29,ZH,SUNinvest AG,47.4214,8.7424,BFE
2010-12-10,Château-d'Oex,Renewable energy,Solar,,Integrated unit,0.1328,1660,PV Bettens solaire Michel & Jenny Tille Château-d'Oex,163.07925,,2008-05-02,,En Bettens,VD,Bettens solaire Château d'Oex Sàrl,46.451,7.0906,BFE
2010-12-10,Endingen,Renewable energy,Solar,,Connected unit,0.0512,5304,PV Verein Solar Endingen Endingen - Bez,51.43936,,2010-03-11,,Lochstrasse 8,AG,Verein Solar Endingen,47.5273,8.2939,BFE
2010-12-15,Lyss,Renewable energy,Bioenergy,,Biomass and biogas,0.311,3250,B BHKW Gemeindeverband ARA-Region Lyss-Limpachtal Lyss,1711.6837999999996,,2008-12-05,,Industriering 28,BE,Gemeindeverband ARA-Region Lyss-Limpachtal,47.0756,7.3107,BFE
2010-12-17,Chur,Renewable energy,Solar,,Connected unit,0.0595,7001,PV Die Sonnenstrom AG Chur,49.84422,,2010-03-15,,Industriestrasse 19,GR,Die Sonnenstrom AG,46.85,9.5,BFE
2010-12-17,Ebnat-Kappel,Renewable energy,Solar,,Connected unit,0.1706,9642,PV Roth Bedachungen Fassaden AG Ebnat-Kappel - Werkhof,153.16629999999995,,2010-07-02,,Kapplerstrasse 85,SG,Roth Bedachungen Fassaden AG,47.2357,9.1318,BFE
